"date","event","arena","city","result","result_type","ref1","ref1_score","ref2","ref2_score","ref3","ref3_score"
"August 20, 2011","Bellator 48: Bellator XLVIII","Mohegan Sun Arena","Uncasville, Connecticut, USA","Almeida def. Matsuda","Unanimous","BILYK","29 - 28","ROGERS","30 - 27","URSO","30 - 27"
"August 14, 2011","UFC Live: Hardy vs. Lytle","Bradley Center","Milwaukee, Wisconsin, USA","Henderson def. Miller","Unanimous","LEE","30 - 26","TORRIERO","30 - 27","WINTER","29 - 28"
"August 14, 2011","UFC Live: Hardy vs. Lytle","Bradley Center","Milwaukee, Wisconsin, USA","Ludwig def. Sadollah","Unanimous","LEE","29 - 28","TORRIERO","29 - 28","WINTER","29 - 28"
"August 14, 2011","UFC Live: Hardy vs. Lytle","Bradley Center","Milwaukee, Wisconsin, USA","Benavidez def. Wineland","Unanimous","LEE","30 - 27","TORRIERO","30 - 27","WINTER","30 - 27"
"August 14, 2011","UFC Live: Hardy vs. Lytle","Bradley Center","Milwaukee, Wisconsin, USA","Markes def. Vemola","Unanimous","LEE","30 - 27","TORRIERO","30 - 27","WINTER","30 - 27"
"August 14, 2011","UFC Live: Hardy vs. Lytle","Bradley Center","Milwaukee, Wisconsin, USA","Volkmann def. Castillo","Unanimous","D'AMATO","29 - 28","HAMILTON","29 - 28","TROWBRIDGE","29 - 28"
"August 12, 2011","ShoMMA 18: Gurgel vs. Duarte","Palms Casino Resort","Las Vegas, Nevada, USA","Duarte def. Gurgel","Unanimous","KAMIJO","29 - 28","MORSE JARMAN","30 - 27","WEEKS","29 - 28"
"August 12, 2011","ShoMMA 18: Gurgel vs. Duarte","Palms Casino Resort","Las Vegas, Nevada, USA","James def. Villefort","Unanimous","BYRD","30 - 27","SMITH","29 - 28","TROWBRIDGE","29 - 28"
"August 12, 2011","ShoMMA 18: Gurgel vs. Duarte","Palms Casino Resort","Las Vegas, Nevada, USA","Healy def. Wisely","Unanimous","BYRD","30 - 27","KAMIJO","30 - 27","WEEKS","29 - 28"
"August 12, 2011","ShoMMA 18: Gurgel vs. Duarte","Palms Casino Resort","Las Vegas, Nevada, USA","Mehmen def. Jones","Unanimous","KAMIJO","30 - 27","TROWBRIDGE","29 - 28","WEEKS","30 - 27"
"August 12, 2011","ShoMMA 18: Gurgel vs. Duarte","Palms Casino Resort","Las Vegas, Nevada, USA","Villante def. Berry","Unanimous","BYRD","30 - 27","MORSE JARMAN","30 - 27","SMITH","30 - 27"
"August 06, 2011","UFC 133: Evans vs. Ortiz","Wells Fargo Center","Philadelphia, Pennsylvania, USA","Philippou def. Rivera","Split","DURUTTYA","29 - 28","MARTIN","28 - 29","URSO","29 - 28"
"August 06, 2011","UFC 133: Evans vs. Ortiz","Wells Fargo Center","Philadelphia, Pennsylvania, USA","Mendes def. Yahya","Unanimous","CINTRON","30 - 27","CROSBY","30 - 27","MARTIN","30 - 27"
"August 06, 2011","UFC 133: Evans vs. Ortiz","Wells Fargo Center","Philadelphia, Pennsylvania, USA","Menjivar def. Pace","Unanimous","DURUTTYA","29 - 28","KAO","29 - 28","MARTIN","29 - 28"
"August 06, 2011","UFC 133: Evans vs. Ortiz","Wells Fargo Center","Philadelphia, Pennsylvania, USA","Hendricks def. Pierce","Split","CINTRON","29 - 28","CROSBY","28 - 29","KAO","29 - 28"
"August 06, 2011","UFC 133: Evans vs. Ortiz","Wells Fargo Center","Philadelphia, Pennsylvania, USA","Brown def. Phan","Unanimous","CINTRON","29 - 28","DURUTTYA","29 - 28","KAO","29 - 27"
"August 06, 2011","UFC 133: Evans vs. Ortiz","Wells Fargo Center","Philadelphia, Pennsylvania, USA","Natal def. Bradley","Unanimous","CINTRON","29 - 28","KAO","30 - 27","URSO","29 - 28"
"July 30, 2011","Strikeforce: Fedor vs. Henderson","Sears Centre","Hoffman Estates, Illinois, USA","Kennedy def. Lawler","Unanimous","BILUS","30 - 27","MADRIGAL","30 - 27","RODRIGUEZ","30 - 27"
"July 30, 2011","Strikeforce: Fedor vs. Henderson","Sears Centre","Hoffman Estates, Illinois, USA","Woodley def. Daley","Unanimous","GOODMAN","29 - 28","HOLZEMER","29 - 28","SABAITIS","29 - 28"
"July 30, 2011","Strikeforce: Fedor vs. Henderson","Sears Centre","Hoffman Estates, Illinois, USA","Saffiedine def. Smith","Unanimous","D'AMATO","30 - 26","HUNTER","30 - 27","MORLEY","30 - 27"
"July 30, 2011","Strikeforce: Fedor vs. Henderson","Sears Centre","Hoffman Estates, Illinois, USA","Cavalcante def. Green","Split","BILUS","29 - 28","MADRIGAL","29 - 28","RODRIGUEZ","28 - 29"
"July 30, 2011","Strikeforce: Fedor vs. Henderson","Sears Centre","Hoffman Estates, Illinois, USA","Davis def. Kedzie","Unanimous","BILUS","30 - 27","MADRIGAL","29 - 28","RODRIGUEZ","30 - 27"
"July 23, 2011","Bellator 47: Bellator XLVII","Casino Rama","Rama, Ontario, Canada","Curran def. Mann","Unanimous","JACKSON","29 - 28","PROCOPIO","30 - 27","RODGERS","30 - 27"
"July 23, 2011","Bellator 47: Bellator XLVII","Casino Rama","Rama, Ontario, Canada","Sandro def. Malegarie","Unanimous","JACKSON","30 - 27","PROCOPIO","30 - 27","RODGERS","30 - 27"
"July 23, 2011","Bellator 47: Bellator XLVII","Casino Rama","Rama, Ontario, Canada","Horodecki def. Saunders","Unanimous","PROCOPIO","30 - 27","RODGERS","30 - 27","VALEL","30 - 27"
"July 23, 2011","Bellator 47: Bellator XLVII","Casino Rama","Rama, Ontario, Canada","Romero def. Langbeen","Unanimous","JACKSON","30 - 27","PROCOPIO","29 - 28","RODGERS","30 - 27"
"July 22, 2011","ShoMMA 17: Voelker vs. Bowling III","Palms Casino Resort","Las Vegas, Nevada, USA","Cole def. Jordan","Unanimous","MORSE JARMAN","29 - 28","SMITH","29 - 28","WEEKS","29 - 28"
"July 22, 2011","ShoMMA 17: Voelker vs. Bowling III","Palms Casino Resort","Las Vegas, Nevada, USA","Kaufman def. Carmouche","Unanimous","BYRD","30 - 27","MORSE JARMAN","30 - 27","SMITH","30 - 27"
"July 22, 2011","ShoMMA 17: Voelker vs. Bowling III","Palms Casino Resort","Las Vegas, Nevada, USA","Amagov def. Stallings","Split","MORSE JARMAN","29 - 28","SMITH","28 - 29","TROWBRIDGE","29 - 28"
"July 22, 2011","ShoMMA 17: Voelker vs. Bowling III","Palms Casino Resort","Las Vegas, Nevada, USA","Ford def. McLaughlin","Unanimous","BYRD","30 - 27","TROWBRIDGE","30 - 27","WEEKS","29 - 28"
"July 02, 2011","UFC 132: Cruz vs. Faber","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Cruz def. Faber","Unanimous","D'AMATO","50 - 45","MORSE JARMAN","49 - 46","TROWBRIDGE","48 - 47"
"July 02, 2011","UFC 132: Cruz vs. Faber","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Siver def. Wiman","Unanimous","COLLINS","29 - 28","GRIFFIN","29 - 28","TROWBRIDGE","29 - 28"
"July 02, 2011","UFC 132: Cruz vs. Faber","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Bowles def. Mizugaki","Unanimous","COLLINS","29 - 28","GRIFFIN","30 - 27","ROSALES","30 - 27"
"July 02, 2011","UFC 132: Cruz vs. Faber","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Simpson def. Tavares","Unanimous","D'AMATO","30 - 27","GRIFFIN","30 - 27","TROWBRIDGE","30 - 27"
"July 02, 2011","UFC 132: Cruz vs. Faber","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Njokuani def. Winner","Unanimous","KAMIJO","30 - 26","MORSE JARMAN","30 - 27","WEEKS","30 - 26"
"July 02, 2011","UFC 132: Cruz vs. Faber","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Hougland def. Walker","Unanimous","COLLINS","29 - 28","KAMIJO","29 - 28","ROSALES","30 - 27"
"June 26, 2011","UFC Live: Kongo vs. Barry","Consol Energy Center","Pittsburgh, Pennsylvania, USA","Brenneman def. Story","Unanimous","CROSBY","29 - 28","DURUTTYA","29 - 28","URSO","29 - 28"
"June 26, 2011","UFC Live: Kongo vs. Barry","Consol Energy Center","Pittsburgh, Pennsylvania, USA","Brown def. Howard","Unanimous","CROSBY","29 - 28","LAPCEVIC","29 - 28","URSO","29 - 28"
"June 26, 2011","UFC Live: Kongo vs. Barry","Consol Energy Center","Pittsburgh, Pennsylvania, USA","Griffin def. Gamburyan","Unanimous","DURUTTYA","29 - 28","KRUSZKA","29 - 28","LAPCEVIC","29 - 28"
"June 26, 2011","UFC Live: Kongo vs. Barry","Consol Energy Center","Pittsburgh, Pennsylvania, USA","Vazquez def. Stevenson","Unanimous","COLFLESH","29 - 28","LAPCEVIC","30 - 27","URSO","30 - 27"
"June 26, 2011","UFC Live: Kongo vs. Barry","Consol Energy Center","Pittsburgh, Pennsylvania, USA","Attonito def. Roberts","Unanimous","COLFLESH","29 - 28","CROSBY","29 - 27","LAPCEVIC","30 - 27"
"June 25, 2011","Bellator 46: Bellator XLVI","Seminole Hard Rock Hotel & Casino","Hollywood, Florida, USA","Sandro def. da Silva","Split","BAYS","28 - 29","GREEN","29 - 28","LUXENBERG","30 - 27"
"June 25, 2011","Bellator 46: Bellator XLVI","Seminole Hard Rock Hotel & Casino","Hollywood, Florida, USA","Aguilar def. Esparza","Split","BAYS","30 - 27","GOMEZ","28 - 29","LUXENBERG","30 - 27"
"June 25, 2011","Bellator 46: Bellator XLVI","Seminole Hard Rock Hotel & Casino","Hollywood, Florida, USA","Johnson def. Lewis","Unanimous","GOMEZ","29 - 28","GREEN","29 - 28","LUXENBERG","29 - 28"
"June 25, 2011","Bellator 46: Bellator XLVI","Seminole Hard Rock Hotel & Casino","Hollywood, Florida, USA","Cramer def. Samman","Unanimous","BAYS","29 - 28","GREEN","29 - 28","LUXENBERG","29 - 28"
"June 24, 2011","ShoMMA 16: Fodor vs. Terry","ShoWare Center","Kent, Washington, USA","Fodor def. Terry","Unanimous","BEACH","30 - 27","BOEHLKE","30 - 27","CORLEY","29 - 28"
"June 24, 2011","ShoMMA 16: Fodor vs. Terry","ShoWare Center","Kent, Washington, USA","Ricehouse def. Couture","Unanimous","BEACH","29 - 28","BOEHLKE","29 - 28","CORLEY","29 - 28"
"June 24, 2011","ShoMMA 16: Fodor vs. Terry","ShoWare Center","Kent, Washington, USA","Larkin def. Villante","Unanimous","BEACH","29 - 28","BOEHLKE","29 - 28","CORLEY","29 - 28"
"June 24, 2011","ShoMMA 16: Fodor vs. Terry","ShoWare Center","Kent, Washington, USA","High def. Mulhern","Unanimous","BOEHLKE","30 - 27","CORLEY","30 - 27","SILBERT","30 - 27"
"June 24, 2011","ShoMMA 16: Fodor vs. Terry","ShoWare Center","Kent, Washington, USA","Budd def. de Randamie","Unanimous","BOEHLKE","29 - 28","CORLEY","29 - 28","SILBERT","29 - 28"
"June 24, 2011","ShoMMA 16: Fodor vs. Terry","ShoWare Center","Kent, Washington, USA","Brunson def. Hamilton","Unanimous","BEACH","30 - 27","BOEHLKE","30 - 27","CORLEY","30 - 27"
"June 18, 2011","Strikeforce: Overeem vs. Werdum","American Airlines Center","Dallas, Texas, USA","Moore def. Bronzoulis","Unanimous","GROOM","29 - 28","HAMILTON","29 - 28","REYES","29 - 28"
"June 18, 2011","Strikeforce: Overeem vs. Werdum","American Airlines Center","Dallas, Texas, USA","Overeem def. Werdum","Unanimous","HAMILTON","29 - 28","HATLEY","30 - 27","PEOPLES","30 - 27"
"June 18, 2011","Strikeforce: Overeem vs. Werdum","American Airlines Center","Dallas, Texas, USA","Masvidal def. Noons","Unanimous","GROOM","30 - 27","HAMILTON","30 - 27","REYES","30 - 27"
"June 18, 2011","Strikeforce: Overeem vs. Werdum","American Airlines Center","Dallas, Texas, USA","Cormier def. Monson","Unanimous","BASINGER","30 - 27","GROOM","30 - 27","PEOPLES","30 - 27"
"June 18, 2011","Strikeforce: Overeem vs. Werdum","American Airlines Center","Dallas, Texas, USA","Heun def. Almeida","Unanimous","BASINGER","29 - 28","MATHISEN","29 - 28","PEOPLES","29 - 28"
"June 18, 2011","Strikeforce: Overeem vs. Werdum","American Airlines Center","Dallas, Texas, USA","Burrell def. Ray","Unanimous","GROOM","29 - 28","HAMILTON","29 - 28","PEOPLES","29 - 28"
"June 18, 2011","Strikeforce: Overeem vs. Werdum","American Airlines Center","Dallas, Texas, USA","Vallie-Flagg def. Melancon","Split","BASINGER","28 - 29","MATHISEN","29 - 28","REYES","29 - 28"
"June 11, 2011","UFC 131: dos Santos vs. Carwin","Rogers Arena","Vancouver, British Columbia, Canada","dos Santos def. Carwin","Unanimous","D'AMATO","30 - 27","HAMILTON","30 - 27","MAHOOD","30 - 26"
"June 11, 2011","UFC 131: dos Santos vs. Carwin","Rogers Arena","Vancouver, British Columbia, Canada","Florian def. Nunes","Unanimous","DARRAH","29 - 28","FRANCO","29 - 28","HAGEN","30 - 27"
"June 11, 2011","UFC 131: dos Santos vs. Carwin","Rogers Arena","Vancouver, British Columbia, Canada","Munoz def. Maia","Unanimous","D'AMATO","29 - 28","DARRAH","29 - 28","HAMILTON","30 - 27"
"June 11, 2011","UFC 131: dos Santos vs. Carwin","Rogers Arena","Vancouver, British Columbia, Canada","Cerrone def. Rocha","Unanimous","FRANCO","30 - 26","HAGEN","30 - 27","HAMILTON","30 - 27"
"June 11, 2011","UFC 131: dos Santos vs. Carwin","Rogers Arena","Vancouver, British Columbia, Canada","Soszynski def. Massenzio","Unanimous","FRANCO","30 - 26","HAMILTON","30 - 27","MAHOOD","30 - 27"
"June 11, 2011","UFC 131: dos Santos vs. Carwin","Rogers Arena","Vancouver, British Columbia, Canada","Poirier def. Young","Unanimous","D'AMATO","29 - 28","HAGEN","30 - 27","MAHOOD","30 - 27"
"June 11, 2011","UFC 131: dos Santos vs. Carwin","Rogers Arena","Vancouver, British Columbia, Canada","Elkins def. Omigawa","Unanimous","DARRAH","29 - 28","HAGEN","30 - 27","MAHOOD","29 - 28"
"June 04, 2011","TUF 13 Finale: The Ultimate Fighter 13 Finale","Palms Casino Resort","Las Vegas, Nevada, USA","Guida def. Pettis","Unanimous","BYRD","30 - 27","CROSBY","30 - 27","KAMIJO","30 - 27"
"June 04, 2011","TUF 13 Finale: The Ultimate Fighter 13 Finale","Palms Casino Resort","Las Vegas, Nevada, USA","Kingsbury def. Maldonado","Unanimous","BYRD","29 - 28","KAMIJO","29 - 28","MORSE JARMAN","29 - 28"
"June 04, 2011","TUF 13 Finale: The Ultimate Fighter 13 Finale","Palms Casino Resort","Las Vegas, Nevada, USA","Cope def. O'Neil","Unanimous","CROSBY","30 - 27","D'AMATO","30 - 27","WEEKS","30 - 27"
"June 04, 2011","TUF 13 Finale: The Ultimate Fighter 13 Finale","Palms Casino Resort","Las Vegas, Nevada, USA","Stephens def. Downes","Unanimous","D'AMATO","30 - 26","SMITH","30 - 27","TROWBRIDGE","30 - 26"
"June 04, 2011","TUF 13 Finale: The Ultimate Fighter 13 Finale","Palms Casino Resort","Las Vegas, Nevada, USA","Bailey def. McGillivray","Unanimous","BYRD","30 - 27","KAMIJO","30 - 27","SMITH","30 - 27"
"June 04, 2011","TUF 13 Finale: The Ultimate Fighter 13 Finale","Palms Casino Resort","Las Vegas, Nevada, USA","Harvison def. Edwards","Split","CROSBY","28 - 29","D'AMATO","29 - 28","TROWBRIDGE","29 - 28"
"May 28, 2011","UFC 130: Rampage vs. Hamill","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Jackson def. Hamill","Unanimous","SILBERT","30 - 27","TROWBRIDGE","30 - 27","WEEKS","30 - 27"
"May 28, 2011","UFC 130: Rampage vs. Hamill","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Mir def. Nelson","Unanimous","BYRD","30 - 27","MORSE JARMAN","30 - 26","PEOPLES","30 - 27"
"May 28, 2011","UFC 130: Rampage vs. Hamill","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Story def. Alves","Unanimous","MORSE JARMAN","29 - 28","SILBERT","29 - 28","WEEKS","29 - 28"
"May 28, 2011","UFC 130: Rampage vs. Hamill","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Johnson def. Torres","Unanimous","HAGEN","29 - 28","TROWBRIDGE","29 - 28","WEEKS","29 - 28"
"May 28, 2011","UFC 130: Rampage vs. Hamill","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Boetsch def. Grove","Unanimous","BYRD","30 - 27","KAMIJO","30 - 27","MORSE JARMAN","30 - 27"
"May 28, 2011","UFC 130: Rampage vs. Hamill","MGM Grand Garden Arena","Las Vegas, Nevada, USA","McDonald def. Cariaso","Split","BYRD","29 - 28","TROWBRIDGE","29 - 28","WEEKS","27 - 30"
"May 28, 2011","UFC 130: Rampage vs. Hamill","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Barão def. Escovedo","Unanimous","KAMIJO","29 - 28","MORSE JARMAN","30 - 27","SILBERT","30 - 27"
"May 21, 2011","Bellator 45: Bellator XLV","L'Auberge du Lac Resort","Lake Charles, Louisiana, USA","Freire def. Straus","Unanimous","ANCONA","30 - 27","BASS","29 - 28","LEBLANC","30 - 27"
"May 21, 2011","Bellator 45: Bellator XLV","L'Auberge du Lac Resort","Lake Charles, Louisiana, USA","Alvey def. Amoussou","Split","ANCONA","29 - 28","BASS","29 - 28","LEBLANC","28 - 29"
"May 21, 2011","Bellator 45: Bellator XLV","L'Auberge du Lac Resort","Lake Charles, Louisiana, USA","Ruberg def. Fleniken","Unanimous","Unknown","27NA","Unknown","27NA","Unknown","27NA"
"May 21, 2011","Bellator 45: Bellator XLV","L'Auberge du Lac Resort","Lake Charles, Louisiana, USA","Santos def. Cury","Unanimous","Unknown","27NA","Unknown","27NA","Unknown","27NA"
"May 14, 2011","Bellator 44: Bellator XLIV","Harrah's Resort","Atlantic City, New Jersey, USA","Chandler def. Freire","Unanimous","AGUSTIN","29 - 27","BILYK","29 - 27","BLATNICK","29 - 27"
"May 14, 2011","Bellator 44: Bellator XLIV","Harrah's Resort","Atlantic City, New Jersey, USA","Shlemenko def. Cooper","Unanimous","BILYK","29 - 28","BLATNICK","30 - 28","SANIDAD","30 - 27"
"May 14, 2011","Bellator 44: Bellator XLIV","Harrah's Resort","Atlantic City, New Jersey, USA","Lentz def. Leone","Unanimous","BLATNICK","29 - 28","MASON","29 - 28","SANIDAD","29 - 28"
"May 14, 2011","Bellator 44: Bellator XLIV","Harrah's Resort","Atlantic City, New Jersey, USA","Silva def. Adkins","Unanimous","BLATNICK","30 - 27","MASON","30 - 27","SANIDAD","30 - 26"
"May 07, 2011","Bellator 43: Bellator XLIII","First Council Casino","Newkirk, Oklahoma, USA","Hieron def. Hawn","Split","GREENWALT","28 - 29","LAMBERT","29 - 28","RITTER","29 - 28"
"May 07, 2011","Boxing: Pacquiao vs. Mosley","MGM Grand Garden Arena","Las Vegas, Nevada, USA","Pacquiao def. Mosley","Unanimous","FORD","120 - 107","MORETTI","120 - 108","TROWBRIDGE","119 - 108"
"April 30, 2011","UFC 129: St-Pierre vs. Shields","Rogers Centre","Toronto, Ontario, Canada","St-Pierre def. Shields","Unanimous","BERTRAND","48 - 47","CROSBY","50 - 45","HAMILTON","48 - 47"
"April 30, 2011","UFC 129: St-Pierre vs. Shields","Rogers Centre","Toronto, Ontario, Canada","Aldo def. Hominick","Unanimous","CROSBY","48 - 45","D'AMATO","49 - 46","HAMILTON","48 - 46"
"April 30, 2011","UFC 129: St-Pierre vs. Shields","Rogers Centre","Toronto, Ontario, Canada","Henderson def. Bocek","Unanimous","CROSBY","30 - 27","D'AMATO","30 - 27","PAQUETTE","30 - 27"
"April 30, 2011","UFC 129: St-Pierre vs. Shields","Rogers Centre","Toronto, Ontario, Canada","MacDonald def. Diaz","Unanimous","CROSBY","30 - 26","D'AMATO","30 - 27","PAQUETTE","30 - 26"
"April 30, 2011","UFC 129: St-Pierre vs. Shields","Rogers Centre","Toronto, Ontario, Canada","Patrick def. Roberts","Unanimous","BERTRAND","29 - 28","HAMILTON","29 - 28","PROCOPIO","29 - 28"
"April 23, 2011","Bellator 42: Bellator XLII","Lucky Star Casino","Concho, Oklahoma, USA","Hale def. Linderman","Split","ATWOOD","29 - 28","GREENWALT","28 - 29","LAMBERT","29 - 28"
"April 23, 2011","Bellator 42: Bellator XLII","Lucky Star Casino","Concho, Oklahoma, USA","Mann def. Arocho","Unanimous","ATWOOD","30 - 27","GREENWALT","30 - 27","LAMBERT","30 - 25"
"April 23, 2011","Bellator 42: Bellator XLII","Lucky Star Casino","Concho, Oklahoma, USA","Nogueira def. Spoon","Unanimous","ATWOOD","30 - 27","GREENWALT","29 - 28","LAMBERT","29 - 28"
"April 16, 2011","Bellator 41: Bellator XLI","Cocopah Resort and Casino","Yuma, Arizona, USA","Warren def. Galvão","Unanimous","GUEARY","29 - 28","MASON","29 - 28","WOLFE","30 - 27"
"April 16, 2011","Bellator 41: Bellator XLI","Cocopah Resort and Casino","Yuma, Arizona, USA","Piedmont def. Parker","Split","GUEARY","29 - 28","MASON","27 - 30","WOLFE","29 - 28"
"April 09, 2011","Bellator 40: Bellator XL","First Council Casino","Newkirk, Oklahoma, USA","Askren def. Thompson","Unanimous","LAMBERT","30 - 26","RITTER","30 - 27","SUTHERLAND","30 - 27"
"April 09, 2011","Bellator 40: Bellator XL","First Council Casino","Newkirk, Oklahoma, USA","Hieron def. Weedman","Unanimous","LAMBERT","29 - 28","RITTER","29 - 28","SUTHERLAND","29 - 28"
"April 09, 2011","Bellator 40: Bellator XL","First Council Casino","Newkirk, Oklahoma, USA","Chandler def. Woodard","Unanimous","LAMBERT","29 - 28","RITTER","29 - 28","SUTHERLAND","29 - 28"
"April 09, 2011","Bellator 40: Bellator XL","First Council Casino","Newkirk, Oklahoma, USA","Stinson def. James","Split","LAMBERT","29 - 28","RITTER","28 - 29","SUTHERLAND","29 - 28"
"April 09, 2011","Strikeforce: Diaz vs. Daley","Valley View Casino Center","San Diego, California, USA","Mousasi drew with Jardine","Majority","BELARDO","28 - 28","COBIAN","29 - 27","GRIFFIN","28 - 28"
